Matrix Size, Threads, Function, Implementation, Execution Time
16, 96, TRANSPOSITION, SEQUENTIAL, 0.000001
16, 96, TRANSPOSITION, IMPLICIT, 0.000001
16, 96, SYMMETRY, OMP, 0.009711
16, 96, TRANSPOSITION, OMP, 0.009478
16, 96, TRANSPOSITION, SEQUENTIAL, 0.000001
16, 96, TRANSPOSITION, IMPLICIT, 0.000000
16, 96, SYMMETRY, OMP, 0.009516
16, 96, TRANSPOSITION, OMP, 0.004784
16, 96, TRANSPOSITION, SEQUENTIAL, 0.000000
16, 96, TRANSPOSITION, IMPLICIT, 0.000000
16, 96, SYMMETRY, OMP, 0.000038
16, 96, TRANSPOSITION, OMP, 0.000045
16, 96, TRANSPOSITION, SEQUENTIAL, 0.000000
16, 96, TRANSPOSITION, IMPLICIT, 0.000000
16, 96, SYMMETRY, OMP, 0.000046
16, 96, TRANSPOSITION, OMP, 0.000043
16, 96, TRANSPOSITION, SEQUENTIAL, 0.000000
16, 96, TRANSPOSITION, IMPLICIT, 0.000001
16, 96, SYMMETRY, OMP, 0.000043
16, 96, TRANSPOSITION, OMP, 0.000039
32, 96, TRANSPOSITION, SEQUENTIAL, 0.000001
32, 96, TRANSPOSITION, IMPLICIT, 0.000001
32, 96, SYMMETRY, OMP, 0.000280
32, 96, TRANSPOSITION, OMP, 0.000039
32, 96, TRANSPOSITION, SEQUENTIAL, 0.000001
32, 96, TRANSPOSITION, IMPLICIT, 0.000001
32, 96, SYMMETRY, OMP, 0.000045
32, 96, TRANSPOSITION, OMP, 0.000043
32, 96, TRANSPOSITION, SEQUENTIAL, 0.000001
32, 96, TRANSPOSITION, IMPLICIT, 0.000001
32, 96, SYMMETRY, OMP, 0.000046
32, 96, TRANSPOSITION, OMP, 0.000044
32, 96, TRANSPOSITION, SEQUENTIAL, 0.000001
32, 96, TRANSPOSITION, IMPLICIT, 0.000001
32, 96, SYMMETRY, OMP, 0.000047
32, 96, TRANSPOSITION, OMP, 0.000052
32, 96, TRANSPOSITION, SEQUENTIAL, 0.000001
32, 96, TRANSPOSITION, IMPLICIT, 0.000001
32, 96, SYMMETRY, OMP, 0.000046
32, 96, TRANSPOSITION, OMP, 0.000051
64, 96, TRANSPOSITION, SEQUENTIAL, 0.000004
64, 96, TRANSPOSITION, IMPLICIT, 0.000003
64, 96, SYMMETRY, OMP, 0.000563
64, 96, TRANSPOSITION, OMP, 0.000052
